"MM33"	"MM42"	"MM23"	"MM41"	"MM32"	"MM39"	"MM9"	"MM38"	"MM6"	"MM3"	"MM14"	"MM15"	"MM13"	"MM24"	"MM4"	"MM40"	"MM19"	"MM20"	"MM28"	"MM25"	"MM17"	"MM1"	"MM35"	"MM26"	"MM16"	"MM29"	"MM10"	"MM7"	"MM21"	"MM2"	"MM5"	"MM18"	"MM8"	"MM34"	"MM22"	"MM31"	"MM27"	"MM37"	"MM30"	"MM11"	"MM36"	"MM12"	"MM45"	"MM43"	"MM44"
"641188"	4	2	0	0	2	0	0	0	0	0	2	3	0	0	1	1	1	1	2	0	0	4	0	0	2	2	0	0	0	0	1	1	2	0	2	1	0	0	0	4	0	1	0	0	0
"4328195"	4	1	7	1	12	3	1	2	3	0	0	1	1	2	7	2	1	1	6	0	4	0	8	2	7	1	0	1	0	6	1	6	6	1	2	4	1	2	1	2	1	0	0	7	1
"693971"	17	1	8	1	20	3	3	0	1	0	0	12	3	3	3	0	1	5	5	3	5	4	11	2	4	3	1	0	8	2	0	4	7	7	2	0	0	0	7	2	0	10	0	3	0
"4203522"	1	0	6	0	10	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	1	0	9	0	1	1	0	0	3	0	0	0	2	6	1	0	0	0	0	0	0	3	0	0	0
"4438361"	52	34	48	25	47	38	29	20	32	28	19	34	29	19	38	23	32	28	44	28	40	38	111	10	41	29	17	25	22	43	18	28	29	42	16	44	16	21	24	21	23	14	20	85	36
"511074"	23	4	10	18	26	4	3	3	3	1	3	13	5	9	5	1	11	10	14	0	21	3	31	3	13	14	7	4	6	3	0	6	7	9	4	7	5	1	5	3	6	9	2	9	1
"3868361"	107	41	38	27	84	20	14	6	40	22	27	42	23	20	23	7	25	29	49	24	38	23	106	3	38	24	17	10	21	36	13	27	50	54	22	38	5	49	24	38	15	16	28	78	18
"1909053"	57	7	50	12	26	12	7	1	7	8	2	34	17	12	12	3	20	13	28	13	23	11	104	1	15	21	6	2	9	20	7	17	26	17	17	9	4	6	14	16	3	12	4	19	2
"62412"	7	0	7	1	3	2	0	0	0	0	0	4	5	2	1	1	2	0	2	0	2	2	10	0	4	1	1	0	1	0	0	1	3	6	1	1	0	1	0	1	2	1	0	2	1
"4374729"	6	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	1	12	0	0	0	1	0	4	0	0	1	3	2	0	0	0	1	0	0	0	0	0	0	0
"594397"	9	1	1	0	14	2	1	0	0	0	0	8	3	2	1	0	2	1	1	1	2	1	2	1	0	0	0	0	1	1	2	2	6	4	1	0	2	1	2	0	0	0	0	2	0
"205391"	84	22	47	38	82	28	38	19	37	20	14	51	43	29	43	15	33	29	62	29	44	37	164	14	39	30	19	18	22	29	13	27	64	50	23	35	21	43	26	58	18	44	29	71	25
"685505"	2	4	2	2	1	2	2	1	5	1	4	1	3	1	2	0	3	7	0	0	2	1	15	0	2	1	0	1	0	1	0	0	4	3	2	1	0	2	2	2	2	1	1	4	2
"769731"	6	3	2	0	0	1	2	3	6	3	6	0	1	0	0	0	0	2	8	0	3	1	6	1	4	0	0	2	1	1	1	2	0	0	1	1	0	1	0	1	1	0	2	4	2
"204993"	26	14	24	26	24	25	7	9	9	8	6	18	8	7	6	4	8	7	25	4	10	15	92	6	6	3	11	10	5	18	6	8	14	30	7	27	4	20	12	14	11	10	13	28	16
"4377645"	2	19	3	9	0	34	6	9	6	9	20	2	1	2	6	12	4	5	3	3	10	4	5	1	6	2	4	14	0	9	3	5	0	6	1	4	2	26	10	6	30	6	30	3	47
"4389972"	0	1	0	0	0	0	0	2	1	0	0	0	1	2	3	0	2	0	1	3	8	0	0	4	3	1	0	1	0	1	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0
"4327555"	1	10	7	13	1	3	8	20	13	10	17	1	1	7	8	27	5	12	9	6	17	15	1	14	24	13	13	12	6	7	30	11	9	1	5	1	3	3	8	22	4	8	3	0	1
"862901"	4	2	6	1	3	1	4	4	6	2	1	5	1	2	5	2	1	3	6	0	5	2	0	1	7	3	2	4	1	5	1	0	1	0	3	1	0	0	3	4	2	1	0	0	0
"729865"	3	22	3	16	3	9	3	33	13	9	22	1	2	2	8	27	2	4	8	1	1	10	0	3	13	2	8	13	0	7	11	0	1	2	2	8	3	4	4	5	5	6	3	0	13
"4367292"	0	2	0	1	0	1	3	3	1	1	0	0	0	1	0	0	0	0	0	0	3	2	0	1	0	0	0	0	1	1	2	0	0	0	0	3	0	0	0	1	1	0	1	0	0
"105453"	8	52	12	27	4	50	24	30	27	13	60	8	6	6	18	45	2	6	10	18	5	20	0	3	13	14	15	46	3	22	24	9	4	1	8	17	9	29	6	20	53	16	26	13	50
"1127161"	8	6	7	7	1	12	9	2	14	10	11	3	2	5	9	5	5	7	13	12	10	6	5	1	12	2	3	8	2	6	15	3	5	1	2	3	3	5	4	15	7	4	6	10	6
"4481986"	11	9	14	3	12	0	23	60	27	6	10	8	5	2	10	2	8	17	15	4	3	1	1	7	22	14	25	10	0	5	14	9	3	4	1	1	7	1	9	32	4	22	1	0	2
"4402420"	1	6	0	0	0	0	1	0	1	0	14	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	3	1	0	0	0	2	1	0	0	2	0	0	0	0	0
"1144840"	17	10	25	17	17	19	10	10	15	13	12	17	6	7	18	16	9	7	16	9	6	12	33	7	14	8	6	9	3	18	9	10	16	15	5	29	6	21	4	13	22	5	20	33	22
"843189"	105	6	56	22	117	6	15	3	12	12	2	53	18	20	26	4	33	19	65	19	55	15	126	9	47	37	12	3	24	34	23	20	41	68	20	23	12	5	25	24	5	13	0	23	0
"4374731"	19	0	15	0	13	0	0	0	0	0	0	16	6	7	2	0	5	1	9	4	4	2	2	2	2	3	0	0	6	2	1	5	9	7	7	1	0	0	7	0	0	0	0	0	0
"812730"	19	30	30	25	27	6	23	12	29	19	23	21	18	19	29	17	21	28	53	17	40	26	3	10	22	23	13	5	22	26	25	9	20	44	14	7	16	2	23	28	6	11	9	1	5
"204324"	1	3	2	4	6	0	3	3	3	3	8	3	3	5	0	6	2	0	7	1	3	3	0	1	6	5	3	2	5	4	5	0	2	1	2	2	1	1	5	7	0	2	0	0	0
"209415"	7	1	10	4	11	0	3	0	1	0	0	6	7	2	4	1	7	0	6	9	6	0	4	4	4	7	1	0	3	2	3	2	2	5	2	1	1	0	1	5	0	7	0	3	0
"212644"	9	21	15	11	17	0	15	5	6	4	4	23	16	15	10	1	9	13	21	19	14	22	3	8	34	20	7	4	8	10	11	25	10	13	9	1	9	3	19	13	1	11	1	0	0
"211600"	7	2	4	5	8	1	1	1	9	3	7	4	3	3	1	0	4	6	6	8	7	3	2	1	10	3	4	5	4	5	1	5	11	7	4	1	3	0	11	10	2	6	0	0	0
"4345884"	8	0	6	0	13	1	5	1	3	1	0	0	7	4	8	1	7	1	1	4	3	1	0	0	1	1	2	0	0	5	4	8	7	1	0	0	6	0	1	7	0	4	0	0	0
"3292593"	21	20	30	12	24	14	19	11	36	19	36	26	22	19	15	13	20	22	35	19	19	32	12	3	28	44	18	14	11	24	31	26	21	9	13	6	14	14	17	34	2	32	7	13	13
"729145"	3	0	1	1	0	0	0	0	1	0	1	2	0	0	1	0	0	0	1	1	2	0	0	0	2	0	0	0	0	3	0	0	1	0	0	1	1	0	2	0	0	3	0	0	0
"1141575"	2	7	0	17	0	13	4	2	1	3	9	4	2	1	3	5	1	0	3	1	1	3	4	0	1	2	0	2	1	0	0	0	2	0	1	4	0	0	4	0	1	1	0	3	2
"4375014"	13	68	12	45	4	47	23	31	42	20	47	6	11	8	24	50	11	18	19	6	6	27	14	2	17	3	18	44	5	24	14	6	6	5	2	23	4	24	3	32	27	11	13	27	55
"726960"	0	12	2	7	1	5	29	5	12	13	33	0	2	0	1	23	5	2	5	5	0	9	0	0	2	5	3	11	0	18	11	1	0	4	2	4	2	5	1	9	4	1	3	0	6
"4298720"	10	4	0	7	6	2	3	0	1	0	1	7	3	2	1	1	1	1	4	4	0	0	1	0	3	0	0	6	0	0	2	1	4	5	5	0	0	1	0	0	3	4	0	3	3
"4397941"	2	22	8	5	2	6	6	2	4	4	3	6	3	9	4	2	3	1	14	2	8	4	3	1	7	8	2	2	3	4	10	1	2	0	6	2	5	3	2	2	1	4	6	2	0
"4361561"	23	38	24	20	13	24	21	25	28	23	48	5	17	18	21	51	18	17	30	12	21	29	6	6	29	9	9	21	8	35	22	11	16	14	11	15	12	16	12	20	18	16	8	5	9
"1111207"	6	4	6	5	3	1	1	1	1	1	4	5	1	5	6	1	4	2	6	3	7	6	1	1	3	6	0	6	2	14	5	4	2	7	6	1	3	0	3	2	0	2	0	0	1
"224203"	13	32	13	40	7	51	21	18	24	14	56	14	5	6	25	41	7	20	18	8	15	15	13	0	30	8	10	28	6	15	22	6	7	4	2	26	2	22	8	20	26	6	21	33	40
"1131019"	3	2	2	0	2	1	0	2	3	2	1	1	4	1	5	2	0	3	0	3	4	2	0	0	2	5	2	3	0	4	2	1	3	2	2	0	2	1	3	0	0	0	1	1	0
"225292"	2	7	3	6	5	1	5	0	10	1	8	8	3	3	1	4	2	3	3	11	0	6	0	2	12	10	3	2	2	5	5	4	2	1	1	5	6	0	4	2	1	2	1	2	1
"224934"	2	2	0	2	1	2	0	0	0	0	1	2	0	0	1	0	0	3	2	0	0	0	0	1	2	1	0	1	0	0	1	0	1	2	0	0	0	0	1	2	0	1	0	0	0
"790392"	4	4	3	2	6	0	4	2	1	1	0	3	2	2	0	0	3	3	4	5	10	2	1	0	5	6	0	0	6	3	2	3	2	4	3	0	0	1	8	5	0	0	0	2	0
"1092813"	52	39	37	29	33	3	32	3	24	18	33	37	35	42	23	7	41	29	44	41	79	35	1	11	57	64	32	13	22	17	24	32	23	8	26	5	34	2	34	32	2	18	2	2	2
"692246"	5	9	11	2	7	0	5	6	8	7	4	6	15	12	20	9	11	17	7	14	28	19	0	3	22	26	4	4	14	15	19	4	10	10	12	1	9	0	11	11	0	6	3	1	0
"204875"	8	23	14	8	20	2	14	4	9	5	20	10	12	3	8	10	5	17	15	5	22	14	0	1	11	12	9	13	4	13	14	16	7	13	11	4	6	1	9	12	2	11	1	1	0
"4359889"	89	80	119	95	116	12	78	22	75	37	46	118	116	119	78	30	106	83	170	134	182	91	5	40	179	135	59	19	76	65	81	90	78	67	107	14	79	5	92	105	4	75	13	15	5
"4389971"	1	2	4	1	6	3	7	0	4	5	1	6	0	3	1	1	1	3	4	5	3	2	2	1	6	1	0	2	1	2	3	2	0	7	1	3	3	1	3	3	1	1	0	0	0
"1136721"	9	18	12	22	11	2	8	8	7	1	3	14	6	4	5	10	10	3	13	11	5	8	0	5	16	5	7	5	2	8	12	9	4	8	11	1	0	3	10	6	1	7	3	1	4
"1145908"	4	0	4	0	7	0	1	0	0	0	0	3	1	2	1	0	0	5	2	1	0	0	0	0	0	0	0	0	0	1	0	2	5	6	6	0	0	0	1	0	0	1	0	0	0
"4458581"	23	13	23	11	24	6	9	11	13	6	10	6	9	10	4	13	10	11	6	6	13	14	5	5	11	9	7	5	7	9	9	5	7	13	5	2	4	4	8	5	5	2	6	2	5
"576059"	8	13	12	3	14	3	11	2	6	4	3	16	5	5	7	3	3	6	8	10	13	12	2	4	10	5	3	1	2	13	7	4	14	7	4	0	5	1	1	3	3	3	3	1	2
"265330"	5	1	5	0	1	1	0	0	0	1	1	3	2	1	0	0	0	0	1	2	0	2	0	0	3	0	2	0	3	0	1	1	1	4	0	0	1	1	3	0	0	1	0	0	0
"221341"	23	38	25	16	29	12	60	16	46	36	19	10	12	10	41	14	8	48	31	28	30	53	53	11	39	31	37	33	31	39	35	30	19	26	14	49	19	16	20	38	7	16	23	67	15
"666038"	7	5	9	0	7	1	6	1	6	6	2	4	7	3	13	0	4	12	5	1	7	4	11	5	8	2	10	3	4	9	6	4	8	9	4	14	1	3	3	5	1	4	1	22	0
"50491"	5	16	4	5	6	3	13	6	14	13	14	1	0	2	5	1	3	3	7	3	6	11	6	14	9	8	12	10	6	7	13	3	1	6	1	14	3	2	3	7	1	12	5	21	2
"27253"	6	0	3	0	9	0	0	0	0	0	1	5	2	2	0	0	2	0	1	0	1	0	5	1	1	0	0	0	0	2	0	1	2	5	0	2	0	0	1	0	0	3	2	0	0
"808692"	2	0	1	0	1	1	0	0	0	0	0	0	0	2	2	0	1	2	1	0	2	3	0	0	0	1	0	0	0	0	2	3	0	0	0	5	0	0	1	0	0	1	1	6	1
"569274"	7	1	5	0	5	0	1	0	1	1	0	7	4	2	2	0	2	0	1	1	6	2	6	0	3	2	1	0	0	1	2	1	5	3	1	5	0	0	0	2	1	0	0	1	0
"4341711"	2	3	0	3	3	1	7	3	3	2	6	3	5	7	10	0	4	5	1	7	0	5	2	6	3	6	16	2	7	4	9	2	3	0	2	4	1	4	2	4	0	6	2	4	0
"878161"	13	14	5	0	80	15	41	33	16	10	30	0	6	0	8	24	3	4	2	2	0	10	21	16	5	1	72	20	5	6	6	12	4	31	0	19	1	17	7	6	19	12	15	15	24
"4463044"	1	0	0	0	0	0	4	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	6	0	0	16	1	5	0	0	4	0	0	0	0	2	0	2	1	0	2	0	0	0
"1130140"	10	1	4	5	11	1	3	3	6	12	2	2	5	5	9	2	9	0	4	5	12	6	2	4	13	5	15	3	4	4	3	7	9	8	11	0	11	2	7	5	0	10	0	0	3
"1130952"	19	38	12	12	13	11	12	23	20	10	18	12	12	11	16	26	22	14	12	14	21	21	3	22	19	11	24	12	8	10	34	27	13	12	11	12	17	6	19	13	25	14	14	8	8
"568398"	3	9	2	12	1	9	6	6	21	2	31	2	7	4	24	9	17	3	10	6	6	17	1	9	10	14	9	8	8	12	27	9	3	7	8	3	7	11	12	13	7	10	15	10	14
"1135983"	0	0	3	0	1	0	3	0	4	2	3	0	2	2	0	1	1	4	3	0	2	1	2	1	5	2	6	0	1	4	3	4	2	2	0	2	1	1	0	3	0	1	0	1	2
"1138433"	3	3	1	0	0	0	10	0	5	5	0	1	1	1	1	1	4	0	0	2	0	0	0	1	1	2	10	4	0	3	3	2	0	0	2	0	1	0	0	0	0	1	1	0	0
"239787"	2	1	2	0	3	1	3	1	3	0	0	2	0	3	1	0	2	7	0	4	4	1	0	1	1	1	2	0	0	0	1	0	0	0	2	0	3	0	4	7	0	0	0	0	1
"612405"	0	1	1	0	1	0	7	1	7	1	6	4	0	1	1	1	1	4	3	3	5	10	0	0	4	4	5	7	0	2	10	5	2	0	2	1	4	4	1	6	0	2	0	1	0
"1110562"	4	5	21	0	9	2	24	4	17	12	17	12	13	7	12	1	19	13	19	21	8	17	10	8	33	20	26	8	5	19	16	32	12	1	7	4	8	2	12	13	0	39	3	18	3
"4401025"	31	9	49	7	26	4	42	0	80	29	28	50	47	60	54	5	47	62	58	42	36	45	23	16	99	63	47	16	17	41	36	55	56	19	19	10	35	2	46	73	2	55	2	16	7
"934158"	17	16	68	13	25	8	47	10	78	59	31	51	42	30	79	18	41	78	82	41	65	79	8	30	99	65	64	31	26	87	112	49	36	17	37	4	45	2	30	84	0	78	3	6	0
"151283"	1	2	1	0	0	1	1	0	1	0	0	0	2	1	1	0	3	7	0	1	9	5	3	0	5	1	1	1	1	4	1	1	1	2	1	0	2	0	2	2	0	6	0	1	0
"812560"	6	2	0	3	3	1	3	1	2	1	0	2	3	7	1	1	2	5	5	4	4	1	0	3	7	3	3	0	3	0	3	9	5	11	9	0	1	1	2	2	0	5	0	2	0
"2584634"	4	3	13	2	5	2	5	1	6	4	2	5	0	5	0	0	5	6	9	3	14	4	2	0	1	3	6	1	0	0	5	4	1	1	2	3	0	3	1	3	0	0	3	6	1
"783660"	2	5	2	1	1	3	1	4	7	2	3	1	2	1	3	8	3	4	1	2	1	2	0	1	1	2	2	3	0	2	1	0	0	2	0	1	1	0	0	1	2	2	5	3	1
"3249137"	9	5	1	6	0	2	6	0	4	2	4	0	1	0	1	1	0	2	8	2	0	2	0	0	0	1	2	3	0	1	5	0	4	1	0	2	1	2	2	2	0	0	12	23	2
"3116364"	5	16	6	7	2	6	10	0	9	6	17	4	0	1	6	5	1	2	4	3	2	7	1	0	7	3	3	2	1	5	8	1	2	4	4	2	0	6	2	4	4	0	5	2	2
"4354098"	2	15	10	5	1	26	9	6	10	6	12	4	1	1	3	9	4	8	9	0	8	9	21	1	6	1	4	9	0	2	3	0	2	2	1	13	0	13	1	12	28	6	25	15	16
"223904"	10	63	15	42	5	55	7	23	33	12	32	3	5	2	10	31	3	8	13	3	8	10	11	2	14	8	9	12	1	6	9	4	8	5	2	13	4	33	6	15	44	3	14	21	23
"4452317"	7	22	12	14	3	20	15	11	23	5	18	8	14	11	11	22	10	18	10	8	11	9	4	6	22	11	23	1	5	9	12	12	4	11	7	2	1	8	12	14	16	13	11	5	9
"877952"	0	4	4	2	0	1	0	17	9	0	8	1	1	2	1	4	1	8	4	0	1	1	0	1	1	5	2	4	0	1	1	1	0	1	0	0	0	1	0	2	3	2	0	0	1
"4394552"	5	12	4	15	6	23	4	2	9	6	4	4	1	0	0	4	1	1	5	0	1	4	13	0	3	1	2	12	1	3	0	0	6	4	1	11	0	20	0	4	19	0	10	18	19
"218648"	88	299	112	226	80	408	90	124	110	94	143	26	30	15	45	154	13	27	132	17	59	115	452	13	94	44	52	107	10	89	48	28	25	53	9	226	6	345	17	92	310	46	267	421	390
"4082575"	147	92	65	136	106	148	54	34	81	48	64	43	18	8	31	84	28	29	78	10	19	35	155	5	74	33	30	24	13	41	12	14	18	64	12	56	1	104	16	55	46	24	120	101	90
"654531"	3	3	0	2	0	0	0	0	1	0	2	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	3	0	2	0	0	0	1	0	1	0	0	0
"204592"	18	17	13	14	8	9	6	4	9	4	10	8	0	4	2	7	1	0	6	1	1	3	16	0	5	2	5	0	0	10	5	3	2	5	0	6	2	25	3	5	19	6	3	10	10
"4343459"	176	127	92	107	92	108	47	52	98	47	117	26	19	15	30	98	36	35	168	19	57	46	419	4	106	33	55	19	22	79	43	14	33	127	19	85	2	76	15	68	41	33	58	103	109
"219058"	9	0	16	2	5	0	0	0	1	0	0	10	14	7	3	3	2	2	4	5	11	5	2	0	3	3	1	0	1	1	2	8	11	3	4	0	1	0	7	7	1	12	0	3	0
"1121436"	5	0	9	4	18	2	4	0	2	4	0	5	6	6	5	1	9	6	16	2	3	6	5	1	9	8	1	1	2	9	3	3	4	9	10	2	3	0	6	6	1	5	1	1	2
"4426256"	0	1	2	1	0	2	3	1	3	1	4	3	4	2	4	5	0	0	2	1	2	3	1	1	4	1	0	2	1	2	3	2	0	0	0	2	3	0	3	0	0	0	2	0	0
"354224"	0	1	0	4	1	0	1	0	1	2	0	0	0	0	0	0	0	1	2	1	4	0	6	1	0	0	0	1	1	0	0	2	2	1	0	0	1	1	0	0	0	0	2	3	1
"512382"	2	2	3	5	1	0	7	1	2	1	4	1	1	1	2	2	1	3	3	1	3	7	0	2	2	2	2	1	2	8	3	0	0	0	1	1	1	0	2	1	2	5	0	2	0
"220721"	2	0	4	1	0	0	2	0	2	1	2	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	1	1	1	0	1	2	1	0	0	0	0	2	2	0	8	0	0
"1104509"	17	2	12	1	11	2	4	4	9	11	12	4	12	11	12	7	12	11	16	13	32	9	11	1	24	25	17	2	6	8	8	2	8	13	4	5	6	0	12	7	0	16	0	4	1
"618396"	3	0	1	0	4	0	2	0	1	2	0	3	1	0	1	0	3	2	3	2	6	4	1	2	4	2	4	0	1	3	0	0	2	0	0	0	0	0	3	0	0	4	1	0	0
"291945"	12	0	9	0	7	1	1	0	3	4	0	4	3	5	4	0	7	9	16	9	12	5	4	1	7	18	3	0	3	1	2	4	3	12	3	2	6	0	10	1	0	4	0	3	0
"4369504"	4	0	6	1	6	0	3	0	1	0	1	7	7	3	2	1	3	1	7	4	6	5	0	1	4	4	0	1	0	4	2	2	1	1	3	0	5	0	3	2	0	8	2	0	0
"212366"	6	7	9	0	3	3	4	0	5	0	1	0	0	0	1	1	4	0	6	2	5	3	8	0	6	1	2	0	0	3	0	1	0	3	1	4	0	1	2	0	0	2	3	5	6
"3163059"	16	0	11	2	23	0	6	1	2	6	0	11	10	8	13	0	23	12	14	13	14	15	3	4	17	33	3	0	5	12	10	8	10	11	10	5	7	0	7	8	0	5	1	3	0
"3270631"	4	0	1	0	5	0	1	1	0	2	0	3	2	2	1	0	0	0	3	2	1	1	4	1	0	1	0	0	2	0	1	3	2	2	1	0	1	0	1	4	0	0	0	0	0
"2651948"	25	1	44	9	31	1	16	1	11	7	4	50	22	18	15	6	30	25	37	10	45	14	1	3	45	39	17	1	16	22	11	20	33	33	15	2	7	0	21	28	0	27	4	1	0
"225238"	31	24	12	11	33	8	29	2	26	7	16	2	4	1	9	10	3	8	38	2	6	24	40	1	18	14	21	14	1	13	12	1	3	33	5	24	0	22	2	16	20	12	8	55	14
"4024980"	7	0	4	0	4	1	0	1	1	0	0	6	3	0	1	2	1	0	2	3	4	3	2	1	1	0	0	1	0	3	1	0	7	1	2	0	0	0	3	0	1	0	1	0	0
"223186"	3	2	2	5	4	8	5	2	2	7	3	6	3	2	2	2	0	1	2	3	3	7	2	2	2	3	2	3	0	2	0	4	3	4	0	1	0	0	0	5	2	3	2	7	2
"154519"	33	5	33	8	68	2	10	1	12	10	3	39	27	17	24	2	22	23	29	13	22	20	20	5	36	38	9	4	11	17	21	8	31	29	17	14	5	5	20	22	2	19	1	12	3
"4468095"	18	3	17	4	23	1	4	4	7	6	4	9	9	11	11	4	17	9	17	7	17	9	21	1	32	16	8	1	1	6	2	7	11	10	8	10	6	2	22	7	1	11	5	8	3
"789730"	95	40	122	85	104	27	52	24	85	52	36	41	28	25	47	32	36	41	134	14	85	43	102	14	125	57	33	39	19	65	23	22	33	74	26	57	16	30	33	96	20	75	25	78	10
"634032"	10	8	15	8	5	6	16	10	18	8	18	4	3	9	6	11	1	16	21	10	16	5	8	2	24	13	9	11	8	10	5	2	10	8	6	6	0	3	6	13	2	16	9	10	11
"209935"	29	14	48	16	27	11	27	21	26	14	22	18	24	12	25	13	7	15	49	5	25	34	18	5	40	20	6	22	10	29	14	16	16	18	18	12	14	10	6	26	6	25	13	21	6
"2329278"	19	26	38	34	7	34	20	23	28	19	24	19	12	7	23	9	22	19	29	6	8	11	47	4	39	20	6	33	10	31	22	9	12	27	5	66	4	35	16	20	33	8	83	37	23
"521208"	13	1	8	0	15	0	3	2	4	5	0	12	4	5	7	2	10	8	12	3	6	5	7	2	10	1	1	1	4	4	6	5	10	11	6	4	0	0	2	3	0	9	0	0	0
"753723"	38	3	42	20	47	5	18	3	13	14	3	28	26	27	21	9	33	15	41	28	46	27	25	16	53	28	27	3	20	15	8	19	25	32	26	12	18	3	18	29	6	22	5	12	4
"1857346"	0	6	0	3	3	3	5	1	3	0	1	1	1	1	0	6	1	0	1	0	0	1	4	1	1	0	0	2	1	3	0	0	0	1	0	2	0	0	0	3	1	0	7	3	5
"1113574"	2	7	7	4	6	2	0	0	4	0	1	1	0	2	3	2	0	2	1	1	6	2	3	1	2	4	0	2	2	4	0	0	0	6	0	4	0	7	1	10	0	4	6	7	3
"821052"	25	5	21	22	23	15	13	6	15	22	6	10	17	11	21	9	14	20	37	9	33	14	12	8	30	28	3	17	13	22	18	10	14	23	12	15	3	7	15	22	4	18	9	19	13
"1123519"	5	0	0	1	6	0	3	0	0	1	0	1	4	1	1	0	3	0	1	4	4	3	7	0	5	0	0	2	0	1	1	2	6	5	2	1	0	2	1	3	0	0	1	2	1
"1848217"	25	13	27	16	43	19	25	2	37	12	14	6	4	1	11	11	1	13	31	7	13	12	59	4	35	15	10	7	1	13	4	5	4	33	3	26	4	20	3	15	11	10	14	37	8
"791077"	8	10	8	3	2	3	6	1	8	3	1	6	2	2	7	5	4	7	5	2	6	17	2	1	8	4	0	4	2	21	4	1	10	3	3	4	2	6	2	10	6	7	1	10	6
"155297"	19	7	18	7	11	5	19	5	9	8	8	3	5	4	8	7	5	6	25	2	11	5	33	1	13	12	7	6	2	9	2	2	2	16	5	11	2	7	5	14	6	10	3	13	6
"109694"	3	15	4	11	4	9	7	9	10	6	9	3	4	5	10	18	5	9	7	6	11	14	11	2	8	3	10	13	2	12	11	4	2	6	2	8	3	12	2	5	11	7	12	11	9
"4348936"	2	1	1	0	4	1	0	4	0	0	0	3	1	0	2	2	1	0	0	1	0	1	3	0	0	1	1	1	1	1	0	0	2	1	1	1	1	4	3	1	1	3	0	0	0
"539336"	24	6	13	2	40	1	1	1	1	4	0	11	9	7	9	2	6	13	4	6	4	4	6	5	4	0	0	0	5	6	5	3	7	25	1	12	3	10	2	9	1	12	2	8	1
"4348104"	5	2	2	1	4	0	0	1	1	2	0	5	2	0	1	0	1	3	0	1	2	1	1	1	3	1	0	0	1	0	0	0	1	4	0	0	1	0	4	1	0	3	0	1	0
"4401488"	7	7	4	6	4	2	1	19	1	0	3	4	1	2	4	7	1	3	2	1	0	1	0	1	1	2	3	0	2	4	4	3	4	1	0	0	0	0	0	2	0	2	0	0	0
"255838"	43	72	45	45	56	9	30	32	34	34	43	17	20	15	28	30	17	34	51	10	44	32	3	12	50	42	28	14	23	47	27	14	35	41	14	5	10	6	16	35	4	19	10	1	8
"4346541"	3	1	2	1	3	0	0	1	2	0	1	3	0	1	1	0	0	1	0	2	5	0	0	0	1	0	0	1	1	1	0	0	1	2	2	1	1	0	0	4	0	0	0	0	0
"250533"	6	2	3	0	4	0	0	1	2	2	0	2	3	1	1	1	0	0	3	1	0	2	0	2	0	4	0	2	0	1	1	2	1	2	0	0	3	2	2	3	0	0	0	0	0
"138920"	7	4	5	8	9	2	5	1	4	2	8	7	2	4	2	7	3	5	6	2	4	5	0	4	5	6	2	4	1	1	3	1	2	3	4	1	0	0	6	3	1	0	0	0	0
"4339223"	13	0	1	2	9	0	2	0	1	2	0	10	11	5	3	1	8	0	2	3	1	0	0	1	2	4	6	0	4	4	0	4	10	8	0	0	1	0	1	3	0	2	0	0	0
"3609950"	10	2	0	3	4	0	0	0	0	0	0	3	1	2	3	0	1	3	3	1	2	0	0	1	2	0	2	0	0	1	2	2	4	1	2	1	0	0	0	0	0	0	0	0	0
"136613"	0	2	0	3	5	1	0	0	0	1	1	0	0	0	1	2	0	2	0	0	1	0	0	0	0	1	0	0	0	3	2	1	1	5	5	0	0	0	0	0	0	1	0	0	0
"4019171"	6	1	2	1	1	0	1	3	5	1	2	3	2	0	2	1	2	0	5	3	0	1	1	0	2	1	5	0	1	3	0	0	2	2	1	0	1	0	2	0	0	0	0	0	0
"755077"	23	16	21	23	23	4	5	15	11	2	14	15	12	10	8	19	8	10	22	1	15	6	0	4	11	5	8	4	6	16	6	5	14	12	6	2	3	2	5	15	5	14	7	1	1
"4437187"	1	1	2	6	1	0	0	4	0	1	0	1	0	2	0	1	1	2	0	1	2	0	0	0	1	0	2	1	0	0	3	0	3	8	0	0	1	0	0	0	0	0	0	0	0
"646030"	18	10	17	21	16	3	10	9	11	5	14	9	4	4	9	18	1	16	12	2	19	7	3	10	11	5	7	4	6	12	5	8	7	12	6	4	4	2	8	13	3	12	2	3	1
"128109"	4	1	3	0	15	2	0	0	1	0	0	3	7	1	0	0	0	1	0	1	4	0	1	1	1	2	0	0	1	2	0	1	6	2	0	5	0	1	1	2	2	2	1	0	0
"1115057"	16	1	3	5	6	2	2	1	0	2	0	8	0	0	0	0	3	7	7	3	1	4	77	0	3	2	3	0	2	0	0	4	2	11	4	1	2	3	7	7	1	8	2	23	1
