#OTU_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
HM444986.1.1341	D_0__Bacteria	 D_1__Chlamydiae	 D_2__Chlamydiae	 D_3__Chlamydiales	 D_4__cvE6	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01009848.16.1482	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhodospirillales	 D_4__uncultured	 D_5__metagenome	 D_6__metagenome
JN672511.1.1264	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Pla1 lineage	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KJ192185.1.1479	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
FPLL01006448.15.1483	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Acetobacterales	 D_4__Acetobacteraceae	 D_5__uncultured	 Ambiguous_taxa
JQ958703.1.1384	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Planctomycetales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
GQ495390.1.1519	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Segetibacter	 D_6__uncultured bacterium
FPLS01034971.20.1494	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Acetobacterales	 D_4__Acetobacteraceae	 D_5__uncultured	 Ambiguous_taxa
EF492893.1.1500	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__TRA3-20	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KC554774.1.1519	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__67-14	 D_5__uncultured bacterium	 D_6__uncultured bacterium
D84524.1.1397	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 D_6__Sphingomonas sp. OSG-47
LN563366.1.1321	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 D_6__uncultured bacterium
JN615823.1.1359	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__JGI 0001001-H03	 Ambiguous_taxa
FPLL01003195.16.1489	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Ignavibacteria	 D_3__OPB56	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
FN870192.1.1484	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Chthonomonadetes	 D_3__Chthonomonadales	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
KR052825.1.1402	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 Ambiguous_taxa
JN615868.1.1318	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured bacterium
HQ828005.1.1458	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rickettsiales	 D_4__SM2D12	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU134116.1.1271	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Chloroflexia	 D_3__Chloroflexales	 D_4__Chloroflexaceae	 D_5__FFCH7168	 D_6__uncultured bacterium
FJ478653.1.1397	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Ellin6055	 D_6__uncultured bacterium
FPLS01013926.21.1524	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Terrimonas	 Ambiguous_taxa
HQ119308.1.1503	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Duganella	 Ambiguous_taxa
EU979056.1.1490	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__Stenotrophobacter	 Ambiguous_taxa
KF312644.1.1431	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Nocardiaceae	 D_5__Rhodococcus	 Ambiguous_taxa
JN848800.1.1453	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__uncultured	 D_6__Sphingosinicella sp. YJ22
JF701926.1.1433	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Burkholderia-Caballeronia-Paraburkholderia	 Ambiguous_taxa
EU132762.1.1380	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ432470.1.1211	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Bradyrhizobium	 D_6__uncultured bacterium
AB596951.1.1454	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
EU135288.1.1337	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__Pirellula	 D_6__uncultured bacterium
AB672246.1.1441	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Subgroup 12	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ889220.1.1511	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 17	 D_3__uncultured Acidobacteriales bacterium	 D_4__uncultured Acidobacteriales bacterium	 D_5__uncultured Acidobacteriales bacterium	 D_6__uncultured Acidobacteriales bacterium
FPLL01003136.17.1516	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__IMCC26256	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
HM273672.1.1357	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Nocardioides	 D_6__uncultured bacterium
AM697007.1.1470	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Frankiales	 D_4__Sporichthyaceae	 D_5__uncultured	 D_6__uncultured bacterium
FPLS01048870.11.1513	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__uncultured	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EF018718.1.1337	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured bacterium
KC554608.1.1542	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ004646.1.1358	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__Ellin6067	 D_6__uncultured bacterium
EU596425.1.1455	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__Bacillus	 Ambiguous_taxa
JN023653.1.1457	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ687965.1.1244	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Bradyrhizobium	 D_6__Bradyrhizobium sp. T92
EF516707.1.1254	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF020147.1.1407	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
EU132932.1.1351	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__Solirubrobacteraceae	 D_5__Conexibacter	 D_6__uncultured bacterium
EU669613.1.1513	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__11-24	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JQ407989.1.1359	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Nocardioides	 D_6__uncultured bacterium
AY921981.1.1382	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__SC-I-84	 D_5__uncultured beta proteobacterium	 D_6__uncultured beta proteobacterium
HQ118950.1.1461	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Pseudolabrys	 D_6__uncultured bacterium
JQ426043.1.1481	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__Iamiaceae	 D_5__Iamia	 D_6__uncultured bacterium
KP325131.1.1301	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__Rhizobium sullae
JQ627486.1.1386	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Flavisolibacter	 D_6__uncultured Bacteroidetes bacterium
U62816.1.1402	D_0__Archaea	 D_1__Thaumarchaeota	 D_2__Nitrososphaeria	 D_3__Nitrososphaerales	 D_4__Nitrososphaeraceae	 Ambiguous_taxa	 Ambiguous_taxa
EU861904.1.1375	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Berkelbacteria	 D_3__uncultured soil bacterium	 D_4__uncultured soil bacterium	 D_5__uncultured soil bacterium	 D_6__uncultured soil bacterium
FN421991.1.1369	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 D_6__uncultured bacterium
KJ782811.1.1503	D_0__Bacteria	 D_1__Dependentiae	 D_2__Babeliae	 D_3__Babeliales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ262968.1.1377	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 D_6__Streptomyces sp. 30702
KC682945.1.1515	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 Ambiguous_taxa
AY963325.1.1474	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KX504565.1.1495	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Gammaproteobacteria Incertae Sedis	 D_4__Unknown Family	 D_5__Acidibacter	 D_6__uncultured bacterium
FPLS01043808.16.1529	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Planctomycetales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
JN023917.1.1500	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF515896.1.1446	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__env.OPS 17	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ118961.1.1487	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
AB511003.1.1389	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Saccharimonadia	 D_3__Saccharimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KJ725088.1.1466	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
FPLS01057631.16.1544	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
HM186579.1.1365	D_0__Bacteria	 D_1__Elusimicrobia	 D_2__Elusimicrobia	 D_3__Lineage IV	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01004511.13.1507	D_0__Bacteria	 D_1__FBP	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
HQ118756.1.1387	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Caulobacter	 D_6__uncultured bacterium
FPLS01036854.16.1552	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Chthoniobacteraceae	 D_5__Chthoniobacter	 Ambiguous_taxa
JQ769534.1.1454	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingoaurantiacus	 D_6__uncultured bacterium
KY190352.1.1407	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 D_6__uncultured bacterium
AB821064.1.1472	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
ARJQ01000007.945634.947139	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Rudaea	 Ambiguous_taxa
DQ532347.1.1458	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Beijerinckiaceae	 D_5__uncultured	 Ambiguous_taxa
EU335424.1.1525	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Chthoniobacteraceae	 D_5__Candidatus Udaeobacter	 D_6__uncultured bacterium
FJ478812.1.1513	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__DS-100	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU135105.1.1292	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__Pirellula	 D_6__uncultured bacterium
AM902640.1.1486	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 18	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01021573.10.1514	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__Iamiaceae	 D_5__Iamia	 Ambiguous_taxa
GQ129915.1.1419	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 Ambiguous_taxa
EF019565.1.1383	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__uncultured proteobacterium
AB192286.1.1352	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__uncultured beta proteobacterium	 D_6__uncultured beta proteobacterium
KC683244.1.1500	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__Caldilineales	 D_4__Caldilineaceae	 D_5__uncultured	 D_6__uncultured bacterium
EU804057.1.1495	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Dinghuibacter	 D_6__uncultured bacterium
AB672155.1.1477	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 Ambiguous_taxa
HQ190467.1.1514	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Xanthomonadaceae	 D_5__Lysobacter	 Ambiguous_taxa
AQZX01000031.984447.985943	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Frankiales	 D_4__Sporichthyaceae	 D_5__Sporichthya	 Ambiguous_taxa
KX507900.1.1492	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 D_6__uncultured bacterium
AY963451.1.1420	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Subgroup 2	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KC554941.1.1539	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__Solirubrobacteraceae	 D_5__Conexibacter	 D_6__uncultured bacterium
EU132860.1.1269	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__Ilumatobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
AB630640.1.1436	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured bacterium
JN409198.1.1410	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Pseudolabrys	 D_6__uncultured alpha proteobacterium
DQ125558.1.1453	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Micrococcaceae	 Ambiguous_taxa	 D_6__uncultured bacterium
EF018820.1.1386	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Terrimonas	 D_6__uncultured bacterium
JF116704.1.1331	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__WD2101 soil group	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ479158.1.1432	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
GQ487992.1.1501	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 17	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KJ995962.1.1496	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Micrococcaceae	 D_5__Arthrobacter	 D_6__uncultured bacterium
GQ009766.1.1341	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Spirosomaceae	 D_5__Dyadobacter	 D_6__uncultured bacterium
EU132216.1.1387	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ119982.1.1518	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ119679.1.1523	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
EU132001.1.1308	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
EU135082.1.1256	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__Pirellula	 D_6__uncultured bacterium
KX753095.1.1458	D_0__Bacteria	 D_1__Chloroflexi	 D_2__JG30-KF-CM66	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HM113065.1.1390	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Polyangiaceae	 D_5__Pajaroellobacter	 Ambiguous_taxa
EU132961.1.1330	D_0__Bacteria	 D_1__Actinobacteria	 D_2__MB-A2-108	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KM200757.1.1510	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 Ambiguous_taxa
FPLP01011665.13.1480	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__Pseudolabrys	 Ambiguous_taxa
JF715452.1.1345	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Microbacteriaceae	 D_5__Amnibacterium	 D_6__Amnibacterium sp. IMCC12819
FPLL01007061.15.1539	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__uncultured	 Ambiguous_taxa
FPLK01000985.12.1473	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Beijerinckiaceae	 D_5__alphaI cluster	 Ambiguous_taxa
KF712839.1.1485	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__SC-I-84	 Ambiguous_taxa	 Ambiguous_taxa
EU133067.1.1362	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KM200447.1.1496	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 5	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
KP900009.1.1471	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 Ambiguous_taxa
KJ192083.1.1494	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 Ambiguous_taxa	 Ambiguous_taxa
JF819829.1.1494	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Thermoactinomycetaceae	 D_5__Polycladomyces	 Ambiguous_taxa
JF175037.1.1372	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JX224052.1.1492	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Rhodoferax	 D_6__uncultured bacterium
KC854990.1.1400	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__uncultured	 Ambiguous_taxa
EF018975.1.1345	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__uncultured bacterium
KC634104.1.1441	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Acidovorax	 D_6__Acidovorax sp. UAC-80
HQ119554.1.1510	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Gammaproteobacteria Incertae Sedis	 D_4__Unknown Family	 D_5__Acidibacter	 Ambiguous_taxa
EF019130.1.1362	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU134193.1.1298	D_0__Bacteria	 D_1__Chloroflexi	 D_2__TK10	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF515922.1.1429	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__WD2101 soil group	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLL01000557.16.1508	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__metagenome
FM877554.1.1444	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__env.OPS 17	 D_5__uncultured Bacteroidetes bacterium	 D_6__uncultured Bacteroidetes bacterium
EF516079.1.1419	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Fimbriimonadia	 D_3__Fimbriimonadales	 D_4__Fimbriimonadaceae	 D_5__Fimbriimonas	 Ambiguous_taxa
HQ827902.1.1477	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Pirellulales	 D_4__Pirellulaceae	 D_5__uncultured	 D_6__uncultured bacterium
