#OTU_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
FPLS01006836.11.1545	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__PLTA13	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EU135241.1.1359	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
DQ347906.1.1440	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Intrasporangiaceae	 D_5__Phycicoccus	 D_6__uncultured bacterium
FJ432487.1.1253	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HM447949.1.1500	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__uncultured	 Ambiguous_taxa
JX105728.1.1492	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Brevibacillus	 Ambiguous_taxa
KY190350.1.1453	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured bacterium
HQ445792.1.1514	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured bacterium
KJ540668.1.1436	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__WD2101 soil group	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JN896870.1.1393	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured bacterium
CP014255.384033.385578	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Legionellales	 D_4__Legionellaceae	 D_5__Legionella	 Ambiguous_taxa
EF559079.1.1491	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Ruminococcaceae	 D_5__Ruminiclostridium	 D_6__uncultured bacterium
EU132683.1.1350	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KM200401.1.1502	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Ktedonobacteria	 D_3__Ktedonobacterales	 D_4__JG30-KF-AS9	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JF198678.1.1366	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__67-14	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KR779675.1.1326	D_0__Bacteria	 D_1__Chloroflexi	 D_2__KD4-96	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AJ534633.1.1282	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
JN867641.1.1336	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Aquisphaera	 D_6__uncultured planctomycete
EU808346.1.1316	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Mycobacteriaceae	 D_5__Mycobacterium	 D_6__uncultured bacterium
AJ867673.1.1493	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
AM110973.1.1491	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
EU133722.1.1290	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
JQ798449.1.1485	D_0__Bacteria	 D_1__Fibrobacteres	 D_2__Fibrobacteria	 D_3__Fibrobacterales	 D_4__Fibrobacteraceae	 D_5__uncultured	 Ambiguous_taxa
JQ861364.1.1488	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Mucilaginibacter	 Ambiguous_taxa
AB244315.1.1491	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Syntrophomonadaceae	 D_5__uncultured	 D_6__uncultured bacterium
HM635221.1.1496	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Lachnospiraceae	 D_5__Herbinix	 D_6__Clostridiales bacterium enrichment culture clone WSC-23
EU132304.1.1343	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01045080.10.1515	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 Ambiguous_taxa
EU331401.1.1409	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiales Incertae Sedis	 D_5__Bauldia	 Ambiguous_taxa
AUBA01000045.301.1744	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Novosphingobium	 Ambiguous_taxa
FR687440.1.1512	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Alicyclobacillaceae	 D_5__Tumebacillus	 Ambiguous_taxa
AJ390462.1.1253	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__CPla-3 termite group	 D_5__uncultured soil bacterium PBS-22	 D_6__uncultured soil bacterium PBS-22
KU362286.1.1302	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Micrococcaceae	 D_5__Paenarthrobacter	 D_6__Paenarthrobacter nitroguajacolicus
LN563463.1.1370	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Niastella	 D_6__uncultured bacterium
KY176958.1.1530	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Burkholderia-Caballeronia-Paraburkholderia	 Ambiguous_taxa
KJ143666.1.1390	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
HQ114062.1.1492	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__SC-I-84	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KC928402.1.1474	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Phenylobacterium	 Ambiguous_taxa
FM998830.1.1396	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 D_6__Streptomyces sp. CS5-AC14
JF182901.1.1342	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Hymenobacteraceae	 D_5__Hymenobacter	 D_6__uncultured bacterium
JF135157.1.1390	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
DQ829645.1.1477	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
FJ592637.1.1398	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Terrimonas	 D_6__uncultured bacterium
EU244072.1.1487	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Terrimonas	 D_6__uncultured bacterium
EF018382.1.1327	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Parcubacteria	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU240953.1.1398	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Sphingobacterium	 D_6__Sphingobacterium multivorum
KX097063.1.1473	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Micrococcaceae	 D_5__Micrococcus	 D_6__Micrococcus sp. A1S138
KM200373.1.1452	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__uncultured Acidobacteria bacterium
AB672302.1.1424	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 Ambiguous_taxa
LN562952.1.1352	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Nocardioides	 D_6__uncultured bacterium
JF183965.1.1372	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
FJ479290.1.1516	D_0__Bacteria	 D_1__Latescibacteria	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
FM877673.1.1439	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Cytophagaceae	 D_5__Sporocytophaga	 D_6__uncultured Bacteroidetes bacterium
EF516930.1.1490	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 D_5__uncultured bacterium	 D_6__uncultured bacterium
DQ521520.1.1415	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 D_6__uncultured bacterium
HM273207.1.1303	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
GU444062.1.1486	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Microscillaceae	 D_5__uncultured	 Ambiguous_taxa
JX521368.1.1456	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micavibrionales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01047362.9.1489	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Bdellovibrionales	 D_4__Bdellovibrionaceae	 D_5__OM27 clade	 Ambiguous_taxa
KC569864.1.1324	D_0__Bacteria	 D_1__Chloroflexi	 D_2__JG30-KF-CM66	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
AB179513.1.1495	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__IS-44	 D_6__uncultured bacterium
EF019846.1.1332	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiales Incertae Sedis	 D_5__Phreatobacter	 D_6__uncultured Bradyrhizobiaceae bacterium
HQ674959.1.1455	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Bryobacter	 D_6__uncultured Acidobacteria bacterium
HQ729913.1.1479	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 5	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
KJ018123.1.1225	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Myxococcaceae	 D_5__Myxococcus	 D_6__Myxococcus fulvus
KY048276.1.1468	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Acidovorax	 D_6__Acidovorax sp.
HQ120759.1.1473	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 D_6__uncultured bacterium
KF358271.1.1428	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Nubsella	 Ambiguous_taxa
AY218690.1.1501	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Rhodanobacter	 D_6__uncultured bacterium
JN615791.1.1365	D_0__Bacteria	 D_1__Chlamydiae	 D_2__Chlamydiae	 D_3__Chlamydiales	 D_4__cvE6	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HM124396.1.1473	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Acetobacterales	 D_4__Acetobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
HQ327273.1.1490	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Ferruginibacter	 D_6__uncultured bacterium
EF019338.1.1324	D_0__Bacteria	 D_1__Chloroflexi	 D_2__JG30-KF-CM66	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU877077.1.1415	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__Agrobacterium sp. EC2_3502
JF177580.1.1329	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Phycisphaerales	 D_4__Phycisphaeraceae	 D_5__AKYG587	 D_6__uncultured bacterium
ARBN01000051.64.1564	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Cytophagales	 D_4__Cytophagaceae	 D_5__Cytophaga	 Ambiguous_taxa
LLEU01000014.21463.22976	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__OLB17	 Ambiguous_taxa
EF515904.1.1457	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Rhizobacter	 Ambiguous_taxa
EF494344.1.1481	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__PAUC26f	 D_6__uncultured bacterium
LN555078.1.1353	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 D_6__uncultured Gemmatimonadetes bacterium
EF516563.1.1416	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__SBR1031	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FM877676.1.1442	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Frankiales	 D_4__uncultured	 D_5__uncultured actinobacterium	 D_6__uncultured actinobacterium
LAIJ01000009.2033558.2035021	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Acidobacteriaceae (Subgroup 1)	 Ambiguous_taxa	 Ambiguous_taxa
JF833573.1.1411	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Elsterales	 D_4__uncultured	 D_5__uncultured alpha proteobacterium	 D_6__uncultured alpha proteobacterium
HQ598778.1.1456	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
FR749792.1.1481	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Chthonomonadetes	 D_3__Chthonomonadales	 D_4__Chthonomonadaceae	 D_5__Chthonomonas	 D_6__uncultured bacterium
LN680475.1.1301	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__Ellin6067	 D_6__uncultured Rhodocyclaceae bacterium
FPLS01008969.8.1534	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 D_6__metagenome
EF516148.1.1466	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 Ambiguous_taxa	 Ambiguous_taxa
HQ119506.1.1385	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 D_6__uncultured bacterium
AB661593.1.1463	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Methylophilaceae	 D_5__uncultured	 D_6__uncultured bacterium
AJ863337.1.1459	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Chujaibacter	 D_6__uncultured bacterium
HQ827965.1.1456	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__Solirubrobacteraceae	 D_5__Patulibacter	 D_6__uncultured bacterium
FPLS01056051.11.1515	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EU132121.1.1368	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
EU202779.1.1457	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteriales bacterium	 D_4__uncultured Acidobacteriales bacterium	 D_5__uncultured Acidobacteriales bacterium	 D_6__uncultured Acidobacteriales bacterium
GQ360006.1.1437	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__uncultured bacterium
EF019321.1.1373	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
EF019933.1.1410	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
JF095934.1.1326	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Fimbriimonadia	 D_3__Fimbriimonadales	 D_4__Fimbriimonadaceae	 Ambiguous_taxa	 Ambiguous_taxa
HQ597398.1.1508	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
JN391939.1.1490	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
KJ569787.1.1421	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Microbacteriaceae	 D_5__Microbacterium	 Ambiguous_taxa
KC602294.1.1338	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Kribbella	 D_6__bacterium JP63
KC682932.1.1482	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 Ambiguous_taxa
FM213031.1.1507	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Rhodanobacter	 D_6__uncultured bacterium
JF158280.1.1331	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__uncultured	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KF712546.1.1455	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Sphingomonas	 D_6__uncultured bacterium
DQ158102.1.1519	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Xanthomonadaceae	 D_5__Arenimonas	 Ambiguous_taxa
EF018864.1.1403	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Holophagae	 D_3__Subgroup 7	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FR749800.1.1492	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__uncultured	 D_5__uncultured Bacteroidetes bacterium	 D_6__uncultured Bacteroidetes bacterium
FJ625329.1.1454	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Acetobacterales	 D_4__Acetobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
EU193066.1.1464	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 Ambiguous_taxa
GQ402819.1.1404	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Beijerinckiaceae	 D_5__Roseiarcus	 Ambiguous_taxa
JX114518.1.1518	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 Ambiguous_taxa
KX163569.1.1435	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__uncultured	 D_6__uncultured bacterium
JQ738816.1.1338	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Gaiellales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KJ192027.1.1518	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__mle1-27	 D_5__uncultured Sorangiineae bacterium	 D_6__uncultured Sorangiineae bacterium
KP054164.1.1459	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Xanthomonadaceae	 D_5__Lysobacter	 D_6__uncultured bacterium
EU589316.1.1489	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured soil bacterium
LC124570.1.1467	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__SC-I-84	 Ambiguous_taxa	 Ambiguous_taxa
KU515375.1.1490	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Polaromonas	 D_6__uncultured bacterium
EU134984.1.1342	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Chthonomonadetes	 D_3__Chthonomonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ478690.1.1489	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
EF018421.1.1385	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HM445150.1.1341	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KX508396.1.1496	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__uncultured	 D_6__uncultured bacterium
KF428119.1.1493	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__uncultured	 D_6__uncultured bacterium
KP745082.1.1446	D_0__Bacteria	 D_1__Armatimonadetes	 D_2__Armatimonadia	 D_3__Armatimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
CXWL01003141.114212.115751	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Opitutales	 D_4__Opitutaceae	 D_5__Lacunisphaera	 Ambiguous_taxa
HM839460.1.1375	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Thermoanaerobaculia	 D_3__Thermoanaerobaculales	 D_4__Thermoanaerobaculaceae	 D_5__Subgroup 10	 D_6__uncultured bacterium
EU135292.1.1367	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
